node_id,role,sample_count,mean_x,mean_y,mean_z,std_x,std_y,std_z,range_x,range_y,range_z,mean_3d_error
0,TAG,2999,3.609989329776594,5.619122040680223,0.19003267755918618,0.028626532779525933,0.012898807597971835,0.1037111996692997,0.20500000000000007,0.10799999999999965,0.988,0.08956279121700822
