node_id,role,timestamp,x,y,z
0,TAG,1.0508968830108643,3.582,5.598,0.246
0,TAG,1.0617592334747314,3.565,5.605,0.168
0,TAG,1.072594165802002,3.568,5.601,0.338
0,TAG,1.0874733924865723,3.599,5.608,0.123
0,TAG,1.087491512298584,3.616,5.624,0.14
0,TAG,1.0983216762542725,3.645,5.629,0.12
0,TAG,1.109177827835083,3.646,5.636,0.117
0,TAG,1.1200385093688965,3.668,5.635,0.004
0,TAG,1.1308846473693848,3.67,5.647,-0.003
0,TAG,1.1417531967163086,3.674,5.658,-0.068
0,TAG,1.1526026725769043,3.648,5.638,0.293
0,TAG,1.1674771308898926,3.624,5.625,0.303
0,TAG,1.1674954891204834,3.61,5.612,0.244
0,TAG,1.1783208847045898,3.602,5.607,0.379
0,TAG,1.1891465187072754,3.588,5.598,0.228
0,TAG,1.2000324726104736,3.579,5.596,0.322
0,TAG,1.2108938694000244,3.584,5.594,0.324
0,TAG,1.22174072265625,3.564,5.599,0.284
0,TAG,1.2325825691223145,3.562,5.584,0.237
0,TAG,1.2474768161773682,3.563,5.587,0.323
0,TAG,1.2474961280822754,3.554,5.591,0.22
0,TAG,1.2583258152008057,3.542,5.589,0.289
0,TAG,1.26918625831604,3.546,5.586,0.316
0,TAG,1.2800495624542236,3.546,5.589,0.153
0,TAG,1.2908916473388672,3.524,5.593,0.246
0,TAG,1.3017385005950928,3.526,5.58,0.148
0,TAG,1.3125853538513184,3.519,5.598,0.174
0,TAG,1.327476978302002,3.556,5.601,0.196
0,TAG,1.3274946212768555,3.575,5.626,0.013
0,TAG,1.3383183479309082,3.59,5.624,0.194
0,TAG,1.3491854667663574,3.637,5.634,0.076
0,TAG,1.3600373268127441,3.657,5.644,0.072
0,TAG,1.3709228038787842,3.674,5.645,-0.003
0,TAG,1.381749153137207,3.674,5.646,-0.003
0,TAG,1.3926403522491455,3.677,5.645,-0.092
0,TAG,1.4074842929840088,3.679,5.65,0.147
0,TAG,1.407496452331543,3.688,5.651,0.135
0,TAG,1.4183402061462402,3.66,5.656,-0.005
0,TAG,1.429220199584961,3.664,5.657,-0.183
0,TAG,1.4400677680969238,3.67,5.651,0.086
0,TAG,1.450897455215454,3.669,5.656,0.126
0,TAG,1.4617424011230469,3.676,5.643,0.04
0,TAG,1.472599744796753,3.652,5.655,0.054
0,TAG,1.4875140190124512,3.652,5.649,0.115
0,TAG,1.4875388145446777,3.623,5.628,0.335
0,TAG,1.4983251094818115,3.574,5.621,0.204
0,TAG,1.5091936588287354,3.586,5.615,0.309
0,TAG,1.5200462341308594,3.583,5.611,0.27
0,TAG,1.5309581756591797,3.569,5.6,0.276
0,TAG,1.5417497158050537,3.56,5.596,0.249
0,TAG,1.5526199340820312,3.555,5.593,0.32
0,TAG,1.5674991607666016,3.556,5.611,0.102
0,TAG,1.5675227642059326,3.574,5.604,0.4
0,TAG,1.5783755779266357,3.568,5.611,0.134
0,TAG,1.5891430377960205,3.575,5.597,0.271
0,TAG,1.6000440120697021,3.565,5.598,0.222
0,TAG,1.6109821796417236,3.58,5.608,0.183
0,TAG,1.621748685836792,3.59,5.608,0.181
0,TAG,1.6326186656951904,3.565,5.598,0.186
0,TAG,1.6475017070770264,3.559,5.607,0.29
0,TAG,1.647526741027832,3.56,5.607,0.274
0,TAG,1.6583247184753418,3.584,5.615,0.169
0,TAG,1.6691648960113525,3.581,5.607,0.283
0,TAG,1.6800713539123535,3.601,5.611,0.188
0,TAG,1.6910126209259033,3.595,5.61,0.054
0,TAG,1.701751708984375,3.584,5.616,0.163
0,TAG,1.7125732898712158,3.595,5.602,0.185
0,TAG,1.7275023460388184,3.601,5.626,0.019
0,TAG,1.7275254726409912,3.628,5.627,0.077
0,TAG,1.7382733821868896,3.623,5.632,0.147
0,TAG,1.7491464614868164,3.637,5.635,0.14
0,TAG,1.7600185871124268,3.645,5.639,0.11
0,TAG,1.770949363708496,3.652,5.633,0.105
0,TAG,1.7817373275756836,3.658,5.633,0.1
0,TAG,1.7925961017608643,3.678,5.636,0.113
0,TAG,1.807499885559082,3.647,5.644,0.095
0,TAG,1.8075227737426758,3.671,5.632,0.067
0,TAG,1.8182950019836426,3.651,5.633,0.174
0,TAG,1.8291761875152588,3.652,5.638,0.123
0,TAG,1.8400895595550537,3.652,5.641,0.129
0,TAG,1.8509447574615479,3.655,5.643,0.068
0,TAG,1.8617498874664307,3.628,5.637,0.102
0,TAG,1.872568130493164,3.641,5.635,0.235
0,TAG,1.887465000152588,3.631,5.637,0.108
0,TAG,1.8874883651733398,3.627,5.634,0.12
0,TAG,1.8983063697814941,3.639,5.634,0.16
0,TAG,1.909118890762329,3.647,5.624,0.102
0,TAG,1.9200036525726318,3.649,5.629,0.086
0,TAG,1.9309420585632324,3.65,5.637,0.115
0,TAG,1.9417355060577393,3.603,5.621,0.224
0,TAG,1.9525799751281738,3.633,5.622,0.217
0,TAG,1.967456340789795,3.643,5.64,0.069
0,TAG,1.9674794673919678,3.641,5.633,0.12
0,TAG,1.9782912731170654,3.677,5.632,0.051
0,TAG,1.9891810417175293,3.655,5.633,0.256
0,TAG,2.0000531673431396,3.656,5.64,0.074
0,TAG,2.010960817337036,3.643,5.63,0.393
0,TAG,2.0217361450195312,3.62,5.627,0.063
0,TAG,2.0325777530670166,3.612,5.615,0.223
0,TAG,2.0474624633789062,3.605,5.62,0.078
0,TAG,2.0474812984466553,3.619,5.63,0.179
0,TAG,2.058288335800171,3.626,5.624,0.112
0,TAG,2.069166898727417,3.581,5.611,0.371
0,TAG,2.0800375938415527,3.635,5.62,-0.039
0,TAG,2.090924024581909,3.644,5.622,0.076
0,TAG,2.101731777191162,3.63,5.629,0.069
0,TAG,2.112555980682373,3.649,5.63,0.155
0,TAG,2.1274614334106445,3.646,5.631,0.222
0,TAG,2.1274850368499756,3.662,5.658,0.11
0,TAG,2.1383066177368164,3.655,5.646,0.141
0,TAG,2.1491475105285645,3.662,5.636,-0.027
0,TAG,2.1600136756896973,3.657,5.633,0.132
0,TAG,2.1709446907043457,3.665,5.634,0.146
0,TAG,2.1817214488983154,3.672,5.633,0.049
0,TAG,2.192542791366577,3.658,5.636,0.085
0,TAG,2.207453489303589,3.683,5.638,0.117
0,TAG,2.207472085952759,3.671,5.654,-0.071
0,TAG,2.218306541442871,3.672,5.646,0.063
0,TAG,2.22916316986084,3.662,5.651,0.073
0,TAG,2.2400219440460205,3.66,5.652,0.093
0,TAG,2.2509288787841797,3.676,5.631,-0.052
0,TAG,2.2617132663726807,3.673,5.641,0.059
0,TAG,2.27256441116333,3.651,5.645,-0.015
0,TAG,2.287447929382324,3.675,5.644,0.118
0,TAG,2.287465810775757,3.655,5.652,0.007
0,TAG,2.298276901245117,3.67,5.651,0.17
0,TAG,2.3091275691986084,3.666,5.652,0.058
0,TAG,2.319995880126953,3.661,5.645,0.017
0,TAG,2.3309457302093506,3.654,5.644,0.044
0,TAG,2.341719150543213,3.638,5.64,0.065
0,TAG,2.352560043334961,3.632,5.646,-0.169
0,TAG,2.367455244064331,3.638,5.638,0.051
0,TAG,2.3674838542938232,3.64,5.65,0.052
0,TAG,2.3782875537872314,3.653,5.649,0.049
0,TAG,2.3892605304718018,3.673,5.649,0.08
0,TAG,2.400057077407837,3.644,5.635,0.052
0,TAG,2.4109315872192383,3.59,5.626,0.163
0,TAG,2.421705484390259,3.592,5.605,0.248
0,TAG,2.432572841644287,3.612,5.636,-0.08
0,TAG,2.447460412979126,3.624,5.628,0.335
0,TAG,2.447481393814087,3.638,5.631,0.18
0,TAG,2.4582767486572266,3.618,5.636,0.178
0,TAG,2.469148874282837,3.645,5.638,0.307
0,TAG,2.4800214767456055,3.623,5.632,0.066
0,TAG,2.490940570831299,3.638,5.631,0.059
0,TAG,2.5017080307006836,3.643,5.636,0.054
0,TAG,2.512559413909912,3.62,5.642,-0.005
0,TAG,2.527475118637085,3.636,5.645,0.039
0,TAG,2.5274953842163086,3.65,5.651,0.174
0,TAG,2.538323402404785,3.632,5.654,-0.016
0,TAG,2.549137830734253,3.65,5.65,0.15
0,TAG,2.559995174407959,3.647,5.641,0.158
0,TAG,2.570908784866333,3.64,5.637,0.102
0,TAG,2.581695795059204,3.642,5.634,0.125
0,TAG,2.5925724506378174,3.657,5.634,0.188
0,TAG,2.6074776649475098,3.636,5.644,0.077
0,TAG,2.6075000762939453,3.633,5.629,0.348
0,TAG,2.618302583694458,3.616,5.643,-0.021
0,TAG,2.6291332244873047,3.595,5.615,0.205
0,TAG,2.6400179862976074,3.625,5.618,0.184
0,TAG,2.6509320735931396,3.64,5.64,0.032
0,TAG,2.661714792251587,3.656,5.638,0.162
0,TAG,2.6725637912750244,3.652,5.639,0.076
0,TAG,2.6874284744262695,3.626,5.644,0.038
0,TAG,2.687446355819702,3.63,5.65,0.101
0,TAG,2.6984031200408936,3.651,5.635,0.027
0,TAG,2.709134340286255,3.641,5.64,0.099
0,TAG,2.720017194747925,3.6,5.617,0.311
0,TAG,2.7309141159057617,3.585,5.615,0.225
0,TAG,2.7417004108428955,3.561,5.597,0.15
0,TAG,2.7525508403778076,3.541,5.59,0.43
0,TAG,2.7674448490142822,3.572,5.617,-0.098
0,TAG,2.7674636840820312,3.606,5.618,0.022
0,TAG,2.778275728225708,3.628,5.63,0.099
0,TAG,2.7891345024108887,3.604,5.635,-0.074
0,TAG,2.7999978065490723,3.64,5.637,0.138
0,TAG,2.8109166622161865,3.633,5.639,0.059
0,TAG,2.8217015266418457,3.634,5.633,0.108
0,TAG,2.832545280456543,3.645,5.629,0.129
0,TAG,2.8474268913269043,3.654,5.637,0.113
0,TAG,2.8474459648132324,3.644,5.632,0.043
0,TAG,2.8582897186279297,3.623,5.637,0.163
0,TAG,2.869131088256836,3.594,5.627,0.3
0,TAG,2.8799896240234375,3.567,5.616,0.358
0,TAG,2.8909475803375244,3.575,5.609,0.358
0,TAG,2.9017093181610107,3.568,5.61,0.386
0,TAG,2.912562131881714,3.605,5.621,0.106
0,TAG,2.927459478378296,3.608,5.628,0.235
0,TAG,2.927480459213257,3.609,5.637,0.072
0,TAG,2.9383156299591064,3.624,5.633,0.071
0,TAG,2.9491262435913086,3.611,5.638,0.133
0,TAG,2.959994316101074,3.609,5.637,0.169
0,TAG,2.9709134101867676,3.621,5.63,0.145
0,TAG,2.981701135635376,3.622,5.64,0.064
0,TAG,2.992551803588867,3.618,5.629,0.17
0,TAG,3.007441520690918,3.622,5.629,0.027
0,TAG,3.0074594020843506,3.605,5.632,0.169
0,TAG,3.018479108810425,3.613,5.631,0.236
0,TAG,3.0291290283203125,3.583,5.61,0.425
0,TAG,3.0399837493896484,3.581,5.596,0.355
0,TAG,3.050893545150757,3.551,5.589,0.444
0,TAG,3.0616798400878906,3.58,5.597,0.187
0,TAG,3.072532892227173,3.582,5.612,0.188
0,TAG,3.087419033050537,3.604,5.608,0.308
0,TAG,3.087437629699707,3.581,5.616,0.024
0,TAG,3.098280429840088,3.605,5.624,0.157
0,TAG,3.109126091003418,3.618,5.61,0.144
0,TAG,3.119987964630127,3.621,5.617,0.047
0,TAG,3.1308934688568115,3.612,5.612,0.276
0,TAG,3.1416871547698975,3.603,5.617,0.122
0,TAG,3.152534246444702,3.607,5.622,0.061
0,TAG,3.1674270629882812,3.631,5.624,0.233
0,TAG,3.1674444675445557,3.588,5.625,0.158
0,TAG,3.178314208984375,3.564,5.613,0.176
0,TAG,3.1891286373138428,3.565,5.614,0.261
0,TAG,3.199993848800659,3.552,5.61,0.166
0,TAG,3.210916042327881,3.566,5.611,0.09
0,TAG,3.2216897010803223,3.599,5.619,0.155
0,TAG,3.2325286865234375,3.607,5.624,0.194
0,TAG,3.2474520206451416,3.609,5.621,0.09
0,TAG,3.247476816177368,3.636,5.63,0.168
0,TAG,3.2582967281341553,3.624,5.644,-0.014
0,TAG,3.269113063812256,3.625,5.634,0.138
0,TAG,3.279991388320923,3.607,5.633,0.204
0,TAG,3.2909095287323,3.608,5.623,0.233
0,TAG,3.3016927242279053,3.605,5.61,0.39
0,TAG,3.312558174133301,3.586,5.617,0.316
0,TAG,3.3274307250976562,3.578,5.603,0.369
0,TAG,3.3274548053741455,3.591,5.611,0.137
0,TAG,3.3382740020751953,3.576,5.621,0.149
0,TAG,3.349112033843994,3.598,5.618,0.212
0,TAG,3.359985828399658,3.595,5.618,0.08
0,TAG,3.3709027767181396,3.602,5.633,0.134
0,TAG,3.381711006164551,3.614,5.634,0.289
0,TAG,3.392545700073242,3.615,5.63,0.094
0,TAG,3.4074454307556152,3.616,5.637,-0.005
0,TAG,3.407465696334839,3.613,5.631,0.239
0,TAG,3.418266773223877,3.584,5.622,0.146
0,TAG,3.429128646850586,3.607,5.618,0.275
0,TAG,3.439958333969116,3.609,5.615,0.294
0,TAG,3.4508824348449707,3.596,5.624,0.125
0,TAG,3.4616880416870117,3.585,5.606,0.324
0,TAG,3.4725148677825928,3.596,5.614,0.263
0,TAG,3.487419605255127,3.574,5.615,0.211
0,TAG,3.487438917160034,3.603,5.617,0.232
0,TAG,3.498272657394409,3.582,5.62,0.092
0,TAG,3.5091214179992676,3.576,5.635,0.02
0,TAG,3.5200135707855225,3.592,5.636,0.111
0,TAG,3.5308947563171387,3.619,5.62,0.179
0,TAG,3.5416834354400635,3.602,5.617,0.178
0,TAG,3.552539348602295,3.614,5.626,0.3
0,TAG,3.5674266815185547,3.576,5.617,0.087
0,TAG,3.567450523376465,3.579,5.613,0.28
0,TAG,3.5782768726348877,3.59,5.605,0.278
0,TAG,3.589104175567627,3.592,5.603,0.291
0,TAG,3.599971294403076,3.612,5.595,0.148
0,TAG,3.610879898071289,3.615,5.605,0.273
0,TAG,3.621711254119873,3.602,5.614,0.132
0,TAG,3.63254976272583,3.64,5.611,0.263
0,TAG,3.6474430561065674,3.625,5.617,0.079
0,TAG,3.6474618911743164,3.624,5.628,0.176
0,TAG,3.658250570297241,3.625,5.621,0.159
0,TAG,3.6691317558288574,3.614,5.629,-0.005
0,TAG,3.6799919605255127,3.602,5.626,0.282
0,TAG,3.690882682800293,3.605,5.627,0.187
0,TAG,3.7016961574554443,3.588,5.631,0.2
0,TAG,3.7125513553619385,3.609,5.622,0.234
0,TAG,3.727428913116455,3.606,5.627,0.184
0,TAG,3.7274529933929443,3.617,5.627,0.0
0,TAG,3.7383296489715576,3.624,5.626,0.252
0,TAG,3.749138593673706,3.615,5.628,0.122
0,TAG,3.7599871158599854,3.586,5.629,0.162
0,TAG,3.7708609104156494,3.609,5.623,0.28
0,TAG,3.7817044258117676,3.587,5.628,0.102
0,TAG,3.79256272315979,3.581,5.621,0.302
0,TAG,3.807462453842163,3.612,5.615,0.33
0,TAG,3.807488441467285,3.591,5.619,0.237
0,TAG,3.818270206451416,3.605,5.608,0.169
0,TAG,3.829157829284668,3.623,5.615,0.271
0,TAG,3.840003252029419,3.616,5.609,0.069
0,TAG,3.8508880138397217,3.606,5.609,0.219
0,TAG,3.8616886138916016,3.616,5.609,0.08
0,TAG,3.8725414276123047,3.586,5.615,0.124
0,TAG,3.8874294757843018,3.613,5.619,0.28
0,TAG,3.8874521255493164,3.592,5.62,0.098
0,TAG,3.8982760906219482,3.601,5.602,0.185
0,TAG,3.9091219902038574,3.594,5.61,0.282
0,TAG,3.9199881553649902,3.583,5.62,0.022
0,TAG,3.930873155593872,3.594,5.619,0.203
0,TAG,3.941671848297119,3.601,5.615,0.172
0,TAG,3.9525420665740967,3.557,5.612,0.152
0,TAG,3.9674317836761475,3.581,5.607,0.245
0,TAG,3.96744966506958,3.584,5.612,0.218
0,TAG,3.9782841205596924,3.597,5.618,0.13
0,TAG,3.9891324043273926,3.588,5.609,0.214
0,TAG,3.9999680519104004,3.587,5.611,0.195
0,TAG,4.0108702182769775,3.604,5.618,0.293
0,TAG,4.021697998046875,3.608,5.613,0.231
0,TAG,4.032532453536987,3.571,5.616,0.181
0,TAG,4.047422409057617,3.614,5.611,0.14
0,TAG,4.047440767288208,3.603,5.617,0.139
0,TAG,4.058276653289795,3.621,5.627,0.146
0,TAG,4.069104194641113,3.612,5.628,0.198
0,TAG,4.07998251914978,3.635,5.617,0.183
0,TAG,4.090879917144775,3.612,5.634,0.073
0,TAG,4.101704835891724,3.627,5.635,0.172
0,TAG,4.112516164779663,3.611,5.643,0.103
0,TAG,4.127435922622681,3.612,5.635,0.051
0,TAG,4.127460718154907,3.618,5.623,0.304
0,TAG,4.1382551193237305,3.612,5.633,0.056
0,TAG,4.149120807647705,3.613,5.636,0.165
0,TAG,4.159974098205566,3.619,5.634,0.236
0,TAG,4.170867443084717,3.592,5.639,0.081
0,TAG,4.18166971206665,3.613,5.622,0.197
0,TAG,4.192525625228882,3.617,5.627,0.154
0,TAG,4.207438230514526,3.583,5.625,0.189
0,TAG,4.207456111907959,3.606,5.619,0.204
0,TAG,4.218258380889893,3.6,5.619,0.174
0,TAG,4.2291224002838135,3.593,5.615,0.248
0,TAG,4.239993095397949,3.594,5.621,0.208
0,TAG,4.250868320465088,3.61,5.625,0.09
0,TAG,4.26167368888855,3.615,5.629,0.161
0,TAG,4.272532224655151,3.625,5.637,0.271
0,TAG,4.287411451339722,3.62,5.63,0.226
0,TAG,4.287429332733154,3.62,5.619,0.024
0,TAG,4.298263311386108,3.63,5.629,0.316
0,TAG,4.309101581573486,3.586,5.636,0.081
0,TAG,4.319970607757568,3.579,5.623,0.199
0,TAG,4.330905199050903,3.585,5.623,0.186
0,TAG,4.341792345046997,3.603,5.624,0.131
0,TAG,4.352640867233276,3.61,5.617,0.159
0,TAG,4.367548942565918,3.604,5.626,0.046
0,TAG,4.367568731307983,3.589,5.619,0.175
0,TAG,4.378348112106323,3.607,5.621,0.216
0,TAG,4.389242172241211,3.578,5.616,0.168
0,TAG,4.399973392486572,3.582,5.608,0.261
0,TAG,4.41086745262146,3.59,5.612,0.189
0,TAG,4.421671152114868,3.649,5.65,-0.157
0,TAG,4.43252158164978,3.612,5.634,0.164
0,TAG,4.447409391403198,3.628,5.63,0.116
0,TAG,4.4474334716796875,3.627,5.631,0.136
0,TAG,4.458258152008057,3.621,5.633,0.171
0,TAG,4.469109058380127,3.584,5.647,0.141
0,TAG,4.479960680007935,3.612,5.638,0.322
0,TAG,4.490867853164673,3.591,5.622,0.287
0,TAG,4.50167179107666,3.591,5.629,0.168
0,TAG,4.512524127960205,3.581,5.628,0.251
0,TAG,4.527401447296143,3.586,5.626,0.32
0,TAG,4.527419090270996,3.592,5.622,0.215
0,TAG,4.538262128829956,3.604,5.62,0.261
0,TAG,4.549115180969238,3.612,5.633,0.147
0,TAG,4.559969425201416,3.629,5.644,0.014
0,TAG,4.570857524871826,3.629,5.637,0.147
0,TAG,4.581678152084351,3.614,5.635,0.181
0,TAG,4.592528581619263,3.578,5.622,0.319
0,TAG,4.607436895370483,3.597,5.615,0.377
0,TAG,4.607454061508179,3.56,5.616,0.277
0,TAG,4.618257761001587,3.555,5.602,0.442
0,TAG,4.629114151000977,3.566,5.605,0.298
0,TAG,4.6399805545806885,3.573,5.616,0.027
0,TAG,4.650855541229248,3.598,5.622,0.179
0,TAG,4.6616904735565186,3.625,5.628,0.111
0,TAG,4.672522306442261,3.624,5.623,0.056
0,TAG,4.687401056289673,3.623,5.615,0.29
0,TAG,4.687418460845947,3.582,5.613,0.239
0,TAG,4.698270082473755,3.585,5.61,0.298
0,TAG,4.709131240844727,3.591,5.602,0.26
0,TAG,4.719961404800415,3.572,5.617,0.139
0,TAG,4.7308549880981445,3.591,5.614,0.149
0,TAG,4.741671800613403,3.62,5.633,0.185
0,TAG,4.752526044845581,3.603,5.643,-0.03
0,TAG,4.767398118972778,3.587,5.627,0.237
0,TAG,4.767416000366211,3.585,5.613,0.147
0,TAG,4.778247117996216,3.569,5.607,0.302
0,TAG,4.789111614227295,3.564,5.604,0.258
0,TAG,4.799977779388428,3.58,5.606,0.312
0,TAG,4.8108625411987305,3.541,5.597,0.235
0,TAG,4.82166051864624,3.57,5.611,0.257
0,TAG,4.832533121109009,3.583,5.614,0.096
0,TAG,4.847433567047119,3.603,5.619,0.108
0,TAG,4.8474462032318115,3.627,5.635,0.159
0,TAG,4.858361005783081,3.607,5.64,0.17
0,TAG,4.869157552719116,3.581,5.623,0.175
0,TAG,4.879992961883545,3.59,5.605,0.258
0,TAG,4.890899658203125,3.548,5.616,0.285
0,TAG,4.901683330535889,3.572,5.606,0.343
0,TAG,4.912532567977905,3.562,5.612,0.26
0,TAG,4.927429676055908,3.6,5.612,0.261
0,TAG,4.927448034286499,3.616,5.628,0.212
0,TAG,4.938269376754761,3.621,5.638,0.006
0,TAG,4.949125289916992,3.616,5.637,0.112
0,TAG,4.959980010986328,3.638,5.64,0.13
0,TAG,4.970871686935425,3.63,5.642,0.092
0,TAG,4.981677055358887,3.643,5.646,0.14
0,TAG,4.992558717727661,3.636,5.649,0.07
0,TAG,5.007405996322632,3.654,5.652,0.132
0,TAG,5.00742506980896,3.63,5.628,0.246
0,TAG,5.018287181854248,3.597,5.623,0.31
0,TAG,5.029131174087524,3.556,5.616,0.236
0,TAG,5.039988040924072,3.561,5.613,0.416
0,TAG,5.050874471664429,3.563,5.609,0.247
0,TAG,5.0616981983184814,3.56,5.61,0.428
0,TAG,5.07254695892334,3.572,5.6,0.285
0,TAG,5.087435483932495,3.561,5.612,0.171
0,TAG,5.087457656860352,3.594,5.609,0.165
0,TAG,5.098289966583252,3.607,5.618,0.106
0,TAG,5.109133720397949,3.629,5.63,0.05
0,TAG,5.119974374771118,3.641,5.636,0.068
0,TAG,5.130875110626221,3.644,5.635,0.057
0,TAG,5.14169454574585,3.604,5.621,0.244
0,TAG,5.152538537979126,3.579,5.604,0.32
0,TAG,5.167415618896484,3.543,5.593,0.215
0,TAG,5.167434930801392,3.545,5.605,0.212
0,TAG,5.178270101547241,3.574,5.608,0.139
0,TAG,5.189114570617676,3.582,5.614,0.038
0,TAG,5.200014114379883,3.589,5.619,0.097
0,TAG,5.210871934890747,3.6,5.621,0.298
0,TAG,5.2216761112213135,3.575,5.615,-0.099
0,TAG,5.23252010345459,3.584,5.611,0.299
0,TAG,5.247406959533691,3.527,5.598,0.188
0,TAG,5.247424602508545,3.538,5.606,0.404
