node_id,role,sample_count,mean_x,mean_y,mean_z,std_x,std_y,std_z,range_x,range_y,range_z,mean_3d_error
0,TAG,170,3.6406647058823522,5.56824117647059,-0.5641176470588236,0.01829655837699827,0.008881941946081608,0.05523573262997016,0.10099999999999998,0.04999999999999982,0.417,0.048499423374290786
